ID,album,albumPeakPositionUS,year,TrackNumber,title,side,length,key,chords,writers,linkLyrics,lengthS,lyrics,nbreWriters
83,Subterranean Jungle,83,1983,5,Highest Trails Above,A,2M 9S,E,7,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/highesttrailsabove.html,129S,"Sinking into the stars < br>Diving in for a swim < br>Soaring like a superhero < br>Past the end of Disneyland < br>Through dragon mist < br>Above alpine peaks < br>To the cloudy lace < br>To the highest trails above < br>I feel so safe < br>I feel content < br>Send you all my love < br>Southern winds, shining rays < br>Are all I need for fight < br>Flying way past zero < br>Paradise is just in sight < br>Through the distant blue < br>Above the highest stars < br>To the silent dark < br>Send you all my love < br>I feel so safe < br>Flying an a ray < br>On the highest trails above < br>Sinking into the stars < br>Diving in for a swim < br>Soaring like a superhero < br>Past the edge of Disneyland < br>Every wish comes true < br>Most desired dreams < br>Happy endings too < br>Finally you find love < br>I feel so safe < br>Flying an a ray < br>On the highest trails above",1
84,Subterranean Jungle,83,1983,6,Somebody Like Me,A,2M 34S,A,4,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/somebodylikeme.html,154S,"Tired of naggin' nothin's ever happenin' < br>That's the attitude that isn't fun < br>a bottle of wine, a tube of glue < br>I dont know what to do < br>I am just a guy who likes to rock and roll < br>I am just a guy who likes to get drunk < br>I am just a guy who likes to dress punk < br>Get my kicks an' live up my life < br>Tired of complaints I am ready for fun < br>But I'll make friends with anyone < br>Are you out there somebody like me < br>If you are, I hope that you can see < br>I am just a guy who likes to rock and roll < br>I am just a guy who likes to get drunk < br>I am just a guy who likes to dress punk < br>Get my kicks an' live up my life < br>dont go to school dont make me laugh < br>Can't hardly spell, can't do math < br>In the bar or out on the street < br>At the concert at the boutique",1
85,Subterranean Jungle,83,1983,7,Psycho Therapy,B,2M 35S,A,6,"Dee Dee Ramone, Johnny Ramone",http://www.azlyrics.com/lyrics/ramones/psychotherapy.html,155S,Psycho Therapy < br>Psycho Therapy < br>Psycho Therapy < br>That's what they wanna give me < br>Psycho Therapy < br>Psycho Therapy < br>Psycho Therapy < br>All they wanna give me < br>I am a teenage schizoid < br>The one your parents despise < br>Psycho Therapy < br>Now I got glowing eyes < br>I am a teenage schizoid < br>Pranks and muggings are fun < br>Psycho Therapy < br>Gonna kill someone < br>Psycho Therapy < br>Psycho Therapy < br>I like takin' Tuinal < br>It keeps me edgy and mean < br>I am a teenage schizoid < br>I am a teenage dope fiend < br>I am a kid in the nuthouse < br>I am a kid in the psycho zone < br>Psycho Therapy < br>I'm gonna burglarize your home < br>Psycho Therapy < br>Psycho Therapy,2
86,Subterranean Jungle,83,1983,8,Time Has Come Today,B,4M 25S,D,5,"Willie Chambers, Joseph Chambers",http://www.azlyrics.com/lyrics/ramones/timehascometoday.html,265S,"Time has come today < br>Young hearts can go their way < br>Can't put it off another day < br>I dont care what others say < br>They say we dont listen anyway < br>Time has come today, hey < br>The room has changed today < br>I have no place to stay < br>I'm thinking about the subway < br>Mu love has blown away < br>My tears have come and gone < br>Oh'Lord I got to run < br>I got no home < br>No, I have no home < br>Now the time has come < br>Nowhere (place) to run < br>Might get burned up by the sun < br>But I'll have my fun < br>I've been loved, pushed (put) aside < br>I've been crushed by tumbling tide < br>And my soul has been psychedelicized < br>Now the time has come < br>There are things to realize < br>Time has come today < br>Time has come today",2
87,Subterranean Jungle,83,1983,9,My My Kind Of A Girl,B,3M 31S,E,3,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/mymykindofagirl.html,211S,"When I saw you on 8th street < br>You could make my ife complete, baly < br>Yeah, yeah, yeah < br>You're my-my kind of a girl < br>And when I saw you by < br>The jukebox, ow-ow < br>You put a quarter in and played < br>My favorite song too, baby < br>Yeah, yeah, yeah < br>You're my-my kind of a girl < br>I think we'd look pretty good together, < br>Walking through a winter wonderland < br>And this time I think it's forever < br>I hope your parents understand < br>When I saw you by the Peppermint Lounge < br>You were lost but you've been found, baby < br>Yeah, yeah, yeah < br>You're my-my kind of a girl",1
88,Subterranean Jungle,83,1983,10,In The Park,B,2M 34S,G,5,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/inthepark.html,154S,All dressed up an' the sun sets low < br>When the big bright moon < br>Shines a friendly hello < br>When my heart pants < br>With lust like a Romeo < br>Like I am messed up < br>When the fireflies glow < br>I just wanna cuss and fight < br>I goin' out tonight < br>Everything is out of sight < br>It's gonna be all right < br>I am gonna hang out in the park < br>Hang out after dark < br>I am gonna be with the gang tonight < br>Under street lamps I will play < br>After the school day < br>When troubles disappear < br>I feel excitement is here < br>Kids in cars were cruisin' by < br>The big bright moon < br>Smiles in the sky < br>Music playin' that portable sound < br>Everybody's hangin' all around < br>I am gonna hang out in the park < br>Hang out after dark < br>I am gonna be with the gang tonight < br>I am gonna be with the gang tonight < br>I am gonna be with the gang tonight,1
89,Subterranean Jungle,83,1983,11,Time Bomb,B,2M 9S,NA,NA,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/timebomb.html,129S,"I'm gonna brag about it < br>I'm not gonna stay in school < br>I'm gonna rob and steal < br>Gonna break every rule < br>I'm a time bomb, baby < br>I'm a time bomb, baby < br>I'm a time bomb, baby < br>I'm a time bomb, baby < br>I'm gonna brag about it < br>Gonna kill my mom and dad < br>I won't be sad about it < br>'Cause they treat me so bad < br>I'm a time bomb, baby < br>I'm a time bomb, baby < br>I'm a time bomb, baby < br>I'm a time bomb, baby < br>I gonna chance to tell you off < br>And I'm gonna use it well < br>Everybody, everywhere < br>You can all go to hell < br>I'm a time bomb, baby < br>I'm a time bomb, baby < br>I'm a time bomb, baby < br>I'm a time bomb, baby < br>I'm gonna brag about it < br>I flunked, I didn't pass < br>I'm gonna brag about it < br>Gonna kick somebody's ass < br>I'm a time bomb, baby < br>I'm a time bomb, baby < br>I'm a time bomb, baby < br>I'm a time bomb, baby",1
90,Subterranean Jungle,83,1983,12,Everytime I Eat Vegatables It Makes Me Think Of You,B,3M 4S,D,5,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/everytimeieatvegatablesitmakesmethinkofyou.html,184S,"She was a really good friend < br>A really good friend to me, yeah < br>She was a really good friend < br>A really good friend to me, yeah < br>But they took her away < br>Tossed her in the bin < br>Now she's hanging out < br>In East Berlin, ow-ooo < br>She had a very bad affair < br>With some cat from Hiroshima < br>She turned into a head of lettuce < br>She eats Thorazine in her farina < br>But they took her away < br>Tossed her in the bin < br>Now she's hanging out < br>In East Berlin, ow-ooo < br>And everytime I eat vegetables < br>It makes me think of you < br>And everytime I eat vegetables < br>I dont know what to do, to do ow-ooo",1
91,Too Tough To Die,171,1985,1,Mama's Boy,A,2M 9S,E,6,"Johnny Ramone, Dee Dee Ramone, Tommy Ramone",http://www.azlyrics.com/lyrics/ramones/mamasboy.html,129S,Couldn't keep a secret < br>Got a concrete skull < br>Couldn't shut up you're an imbecile < br>You're an ugly dog there's < br>Nothing to gain < br>You couldn't shut up got a < br>Bad bad brain < br>Couldn't hold your tongue < br>You were just too young < br>Like a two year old you told < br>You told < br>You are all the same jelly < br>Bean brain < br>Every one's a secret nerd < br>Every one's a closet lame < br>Ma-ma-ma-mama's boy < br>dont want to work in a hot dog stand < br>Be a busboy messenger or a doorman < br>It's an abstract world you're an < br>Abstract man < br>Abstract city dont give a damn,3
92,Too Tough To Die,171,1985,2,I'm Not Afraid Of Life,A,3M 12S,E,6,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/imnotafraidoflife.html,192S,I am not afraid of life < br>Of the poor man's struggle < br>Of the killer's knife < br>I am not afraid of life < br>Of an insane rage < br>Of the minimum wage < br>I am not afraid of life < br>I am not afraid of life < br>I am not afraid of life < br>But I see an old lady with a shopping bag < br>And I wonder is life a drag < br>I am not afraid of pain < br>But it hurts so bad < br>I feel so mad < br>No one see the truth < br>There's nothing to gain < br>A life goes down the drain < br>dont want to die at an early age < br>I am not afraid of life < br>I am not afraid of life < br>But I see a street crazy shivering with cold < br>Is it a crime to be old < br>There's the threat of the nuclear bomb < br>We know it's wrong < br>We know it's wrong < br>Is there a chance for peace < br>Will the fighting ever cease < br>Mankind's almost out of luck < br>A maniac could blow us up < br>I am not afraid of life < br>I am not afraid of life < br>But I get down on my knees and I pray < br>Is there hope for the world today,1
93,Too Tough To Die,171,1985,3,Too Tough To Die,A,2M 35S,E,5,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/tootoughtodie.html,155S,I am a tu tu tu tu tough tough guy < br>I tell no tales I do no lie < br>I am a tu tu tu tu tough tough guy < br>Halo round my head to tough to die < br>Main attraction in a freak side show < br>Down in the basement where the cobwebs grow < br>On my last leg just gettin' by < br>Halo round my read too tough to die < br>Rainy days rain cool wine < br>I'll scratch your back if you scratch mine < br>Hot sweat on my face < br>I feel like goin' out someplace < br>Up late light my chocolate sweet < br>Down at the gym where the muscle boys meet < br>I am very nice guy very sincere < br>In real good shape I have no fear < br>At the concert when the band comes on < br>I am in the ring where I belong < br>On my last leg just gettin' by < br>Halo round my head too tough to die,1
94,Too Tough To Die,171,1985,5,Wart Hog,A,1M 54S,F,9,"Dee Dee Ramone, Johnny Ramone",http://www.azlyrics.com/lyrics/ramones/warthog.html,114S,"Wart, wart hog < br>Wart, wart hog < br>Wart, wart hog < br>Wart, wart hog < br>I take some dope, I feel so sick < br>It's a sick world, sick, sick, sick < br>Doomsday visions of junkies and fags < br>Artificial phonies, I hate it, hate it < br>Death, death, death it's the price I pay < br>It's a sick world, what can I say? < br>No such thing as an even break < br>It's stealing and cheating, take, take, take < br>Wart, wart hog < br>Wart, wart hog < br>Wart, wart hog < br>Wart, wart hog < br>I wanna puke, I can't sit still < br>Just took some dope and I feel ill < br>It's a sick world, sick, sick, sick < br>It's a hopeless life, I hate it, hate it < br>It's a joke, it's a lie, it's a rip-off, man < br>It's an outlaw life, we're a renegade band < br>Doomsday visions of commies and queers < br>Artificial phonies, I hate it, hate it < br>Wart, wart hog < br>Wart, wart hog < br>Wart, wart hog < br>Wart, wart hog < br>Wart, wart hog < br>Wart, wart hog < br>Wart, wart hog < br>Wart, wart hog",2
95,Too Tough To Die,171,1985,6,Danger Zone,A,2M 3S,E,7,"Dee Dee Ramone, Johnny Ramone",http://www.azlyrics.com/lyrics/ramones/dangerzone.html,123S,New York city is a real cool town < br>Society really brings me down < br>Our playground is a pharmacy < br>Kids find trouble so easily < br>Other countries are just as bad < br>The soviets really make me mad < br>On the boulevard where police hide < br>Let's steal a car for a joyride < br>They say you're just an awkward kid < br>You flipped your lid you flipped your lid < br>You love wine like they love cash < br>Feel your rage spread like a rash < br>You flipped your lid you flipped your lid < br>You flipped your lid you flipped your lid < br>They say you're just an awkward kid < br>You flipped your lid you flipped your lid < br>All alone in the danger zone < br>Danger zone danger zone < br>All alone in the danger zone < br>Danger zone danger zone,2
96,Too Tough To Die,171,1985,7,Chasing The Night,A,4M 25S,G,5,"Busta Cherry Jones, Joey Ramone, Dee Dee Ramone",http://www.azlyrics.com/lyrics/ramones/chasingthenight.html,265S,"Standing here in front of the mirror < br>Its gonna be all right tonight < br>Feelin hot yeah I'm on fire < br>I'm never ever goin to tire < br>Tonight it's gonna be alright < br>Chasing the night < br>Its gonna be alright < br>Chasing the night < br>Its gonna be alright < br>Chasing the night < br>Live my life as I choose < br>I paid the price, paid my dues < br>You know I need no alibi < br>Daytime troubles fading < br>Nights intoxicating < br>Gonna have it all tonight < br>That ain't no lie < br><i>[Chorus:]</i> tonight < br>Rock all night < br>Sleep all day < br>It dont matter what they say < br>Ain't never gonna change my ways < br>&amp; I won't be back till monday < br>Feelin exasperating < br>Excitement generating < br>I'm never ever gonna tire < br>City is overloading < br>The circuits are exploding < br>Ain't comin down, no I'm too wired < br><i>[Chorus:]</i> tonight",3
97,Too Tough To Die,171,1985,8,Howling At The Moon (Sha-La-La),B,4M 6S,A,4,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/howlingatthemoonshalala.html,246S,"Sha-la-la-la < br>Sha-la-la-la-la-la < br>Ships are docking < br>Planes are landing < br>A never ending supply < br>No more narco < br>No more gangster < br>Conservatives can cry < br>I took the law and threw it away < br>Cause there's nothing wrong < br>It's just for play < br>Theres no law, no law anymore < br>I want to steal from the rich and < br>Give to the poor < br>Sha-la-la-la < br>Sha-la-la-la-la-la < br>It was glowing, glowing, glowing < br>Glowing in the dark < br>It was sparkling, sparkling, sparkling < br>Sparking in the night < br>I took the law &amp; threw it away < br>Cause there's nothing wrong < br>It's just for play < br>Theres no law, no law anymore < br>I want to steal from the rich and < br>Give to the poor < br>Winter turns to summer < br>Sadness turns to fun < br>Keep the faith, baby < br>You broke the rules and won < br>Sha-la-la-la < br>Sha-la-la-la-la-la < br>Keep it glowing, glowing,glowing < br>I'm not hurting anyone < br>Keep it glowing, smoking, glowing < br>I'm howling at the moon < br>I took the law &amp; threw it away < br>Cause there's nothing wrong < br>It's just for play < br>Theres no law, no law anymore < br>I want to steal from the rich and < br>Give to the poor < br>Oh baby < br>Oh baby < br>Oh baby < br>Oh baby < br>I took the law and threw it away < br>Cause there's nothing wrong < br>It's just for play < br>I'm smoking, baby < br>I'm smoking, oh baby < br>Theres no law, no law anymore < br>I want to steal from the rich and < br>Give to the poor < br>Sha-la-la-la < br>Sha-la-la-la-la-la",1
98,Too Tough To Die,171,1985,9,Daytime Dillema (Dangers Of Love),B,4M 31S,A,9,"Joey Ramone, Daniel Rey",http://www.azlyrics.com/lyrics/ramones/daytimedillemadangersoflove.html,271S,"She came from a happy home < br>A very happy home < br>A very happy home < br>Miss personality, a grade 'a' student naturally < br>She had it all worked out < br>But things aren't what they seem < br>Is this real or just a dream < br>And things will never ever be the same again < br>She came from a happy home < br>A very happy home < br>A home of happiness < br>Miss personality, a grade 'A' student naturally < br>She had it all in place < br>But things aren't what they seem < br>Is this real or just a dream < br>Things will never ever be the same again < br>The dangers, its the dangers of love < br>The dangers, its the dangers of love < br>She came from a happy home < br>A very happy home < br>A very happy scene < br>She caught him with another < br>It turns out it was her mother < br>What a tragedy < br>Can things be what they seem < br>Is this just some crazy dream < br>Things may never ever be the same again < br>The dangers, its the dangers of love < br>The dangers, its the dangers of love < br>Keep telling li-ie-ies, but you did < br>You know you did < br>Its coming,.its coming,.its coming < br>The dangers, its the dangers of love < br>The dangers, its the dangers of love < br>What went wrong she couldn't tell < br>But we know it all too well < br>The dangers, its the dangers of love < br>The dangers, its the dangers of love",2
99,Too Tough To Die,171,1985,10,Planet Earth 1988,B,2M 54S,D,4,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/planetearth1988.html,174S,The solution to peace isn't clear < br>The terrorist threat is a modern fear < br>There are no jobs for the young < br>They turn to crime and turn to drugs < br>Battle ships crowd the sea < br>16 year olds in the army < br>Our jails are filled to the max < br>Discrimination against the blacks < br>Russians and Americans war machine < br>Will destroy mankind's dream < br>They shoot their missiles in the air < br>They do not care they do not care < br>Guerrilla armies rule the street < br>No more christmas or trick or treat < br>Is this what the future will bring < br>I pray for peace more than anything < br>The solution to peace isn't clear < br>The terrorists threat is a modern fear < br>There is no future for the youth < br>There is no hope for the young < br>Death destruction bombs galore < br>The rich are laughing at the poor < br>Our jails are filled to the max < br>Discrimination against the blacks,1
100,Too Tough To Die,171,1985,11,Humankind,B,2M 41S,C,7,Richie Ramone,http://www.azlyrics.com/lyrics/ramones/humankind.html,161S,"Humankind, it's not fair, why should we all live in fear < br>Humankind, it's a test, to see who's the very best < br>Humankind, dont know why, no one cares who lives or dies < br>Humankind, dont look at me, look at yourself, what do you see < br>People - always tellin' lies, they can keep their alibi < br>People - knockin' at my door, how come they want more and more < br>People - talkin' behind your back, most of them drive a cadilac < br>People - starrin' at your clothes - I can't take it anymore < br>Humankind, it's a shame, some dont even know their name < br>Humankind are so strange, some need to be rearranged < br>Humankind, dont know why, no one cares who lives or dies < br>Humankind, dont look at me, look at yourself, what do you see < br>Beg. The humankind during intro part < br>Tell me, tell me, who's to blame, for people acting this way < br>Tell me, tell me, what's so wrong, if humans just got along < br>Tell me, tell me, tell me please, if psychiatric help is what we need",1
101,Too Tough To Die,171,1985,12,Endless Vacation,B,1M 45S,B,3,"Dee Dee Ramone, Johnny Ramone",http://www.azlyrics.com/lyrics/ramones/endlessvacation.html,105S,I kill myself kill the pain < br>A suicide death a suicide game < br>My skull he's bleaching in the dust < br>My rage turns to insane lust < br>All depressed all alone < br>I drift into the danger zone < br>Deadly spitten cobra life of crime < br>I want revenge I want what's mine < br>Like takin' carrie to the high school prom < br>Something's always goin' wrong < br>Hair trigger temper tormented mind < br>Deadly spitten cobra I am losin' kind < br>The heart is the place devils congregate < br>When you're raised on andiet of bickering at hate < br>Hair trigger temper tormented mind < br>Deadly spitten cobra I am losin' kind < br>Endless vacation < br>Endless vacation < br>Endless vacation,2
102,Too Tough To Die,171,1985,13,No Go,B,3M 3S,G,5,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/nogo.html,183S,"I got a call late saturday night alright < br>Yeah I got a call late saturday night alright < br>Beat, dead, burnt out from the night before < br>I wanted to go but couldn't take it no more < br>Beat, dead, burnt out you know what I mean < br>My brain was racin but my feet wouldn't scream < br>Let's go let's go < br>Oh oh oh oh < br>My brain was racin but my feet wouldn't go < br>Let's fly, let's fly < br>Yeah you &amp; I < br>Oh my my my < br>Oh oh oh < br>My brain was racin but my feet wouldn't fly < br>Hey < br>I wanted to go < br>Oh no < br>I wanted to go < br>Oh no < br>I wanted to go < br>Oh no < br>Oh no ho < br>Let's fly",1
103,Animal Boy,143,1986,1,Somebody Put Something In My Drink,A,3M 23S,A,4,Richie Ramone,http://www.azlyrics.com/lyrics/ramones/somebodyputsomethinginmydrink.html,203S,"Somebody < br>Somebody Put Something In My Drink < br>Somebody < br>Another night out on the street < br>Stopping for my usual seat < br>Oh, bartender, please < br>Tanqueray and tonic's my favorite drink < br>I dont like anything colored pink < br>That just stinks...it's not for me < br>It feels like somebody put something < br>Somebody put something in my drink < br>Somebody put something  < br>Somebody put something  < br>Blurred vision and dirty thoughts < br>Feel (out of place), very distraught < br>Feel something coming on < br>Kick the jukebox, slam the floor < br>Drink, drink, drink, drink some more < br>I can't think < br>Hey! What's in this drink? < br>It feels like somebody put something < br>Somebody put something in my drink < br>Somebody put something < br>Somebody put something in my drink < br>Somebody put something  < br>Somebody put something in my drink < br>Somebody put something...in my drink...in my drink...in my drink...in my drink < br>So you think it's funny < br>A college prank < br>Goin' insane for something to drink < br>Feel a little dry < br>Oh, I couldn't care what you think of me < br>Cause somebody put something in my drink < br>I can't think < br>Hey! Give me a drink < br>It feels like somebody put something < br>Somebody put something in my drink < br>Somebody put something < br>Somebody put something in my drink",1
104,Animal Boy,143,1986,2,Animal Boy,A,1M 50S,B,6,"Dee Dee Ramone, Johnny Ramone",http://www.azlyrics.com/lyrics/ramones/animalboy.html,110S,Gonna kill and destroy < br>I'm not an animal boy < br>Why dont they understand < br>I'm not an ape man < br>dont have brain damage < br>I'm not a wild savage < br>dont puch me around < br>dont bring my head down < br>I'm not an imbecile < br>dont treat me like an animal < br>I'm not a creature in the zoo < br>dont tell me what to do < br>You dont know what it's like < br>You dont know how I feel < br>I dont have a monkey's brain < br>I'm not an animal < br>You can't lock me in a cage < br>This ain't the Stone Age < br>Better get out of my way < br>Someone's gonna have to pay < br>Animal boy < br>Animal boy < br>Animal boy < br>Animal boy,2
105,Animal Boy,143,1986,3,Love Kills,A,2M 19S,G,6,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/lovekills.html,139S,"Sid was a punk rock king < br>Nancy was a broken queen < br>Their lives were so glamorous < br>Sid and Nancy were a mess < br>When you're hooked on heroin < br>dont you know you'll never win < br>Drugs dont ever pay < br>You really did it your way < br>Love Kills < br>We still believe in anarchy < br>It makes me so damn angry < br>Sid and Nancy meant a lot to me < br>You may be dead but your souls are free < br>Like Romeo and Juliet < br>You two made a pact of death < br>Like the needle that ya used < br>Sid and Nancy were born to lose < br>Love Kills < br>Sid never meant any harm < br>He shot some dope into his arm < br>All he wanted was some fun < br>Now she's lying in a pool of blood < br>Always loaded, always high < br>Why did you have to die? < br>I'll say one thing is < br>It leaves me with a bitter taste < br>Love Kills",1
106,Animal Boy,143,1986,4,Apeman Hop,A,2M 2S,A,4,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/apemanhop.html,122S,"He's go so many problems < br>You can count them one by one < br>He's a filthy, stupid apeman < br>He never has any fun < br>He lives in the jungle in a cave by a hill < br>Plays an old loud drum  < br>He's primitive, barely human < br>Apeman hop, apeman hop < br>Paint the face of a demon, glowing by the fire light < br>Hoppin' like an elephant < br>Thunderin' like me tonight < br>He's the world's worst recycler < br>The iceman comes a lot < br>He's the devil's apprentice < br>He's a prehistoric man < br>Apeman hop, apeman hop < br>At night he's gonna sacrifice his beloved apeman girl < br>Tie her to the alter, pull out her heart and eat her flesh < br>Apeman hop, apeman hop, apeman hop, apeman hop < br>Apeman",1
107,Animal Boy,143,1986,5,She Belongs To Me,A,3M 54S,F#,5,"Dee Dee Ramone, Jean Beauvoir",http://www.azlyrics.com/lyrics/ramones/shebelongstome.html,234S,"What makes you think she'll go with you < br>What makes you think you're better than me < br>You think you can read her mind < br>Maybe you're just looking for a good time < br>Maybe you can give her more < br>Tell me what you're doing this for < br>Stay away from her, 'cause it's making me angry < br>dont tell me how to love my baby < br>She belongs to me < br>You come around looking for kicks < br>But I know all about your dirty tricks now < br>You think you took away my dream < br>Ain't gonna be easy 'cause I get real mean < br>Get out of here, get out of my life < br>You're gonna be sorry if we have to fight < br>Stay away from her, 'cause it's making me angry < br>dont tell me how to love my baby  < br>She belongs to me < br>dont tell me how to love my baby < br>She belongs to me",2
108,Animal Boy,143,1986,6,Crummy Stuff,A,2M 6S,G,4,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/crummystuff.html,126S,"I had enough, I had it tough < br>I had enough of that crummy stuff < br>Crummy < br>Crummy Stuff < br>Crummy  < br>Crummy Stuff < br>I had enough, I had it rough < br>I had enough of that crummy stuff < br>Crummy < br>Crummy Stuff < br>Crummy  < br>Crummy Stuff < br>Crummy music, crummy TV < br>Crummy people, crummy movies < br>Like a cat caught up a tree < br>This could only happen to me < br>I had enough, I had it rough < br>I had enough of that crummy stuff < br>Crummy < br>Crummy Stuff < br>Crummy  < br>Crummy Stuff < br>I had enough, I had it rough < br>I had enough of that crummy stuff < br>Crummy  < br>Crummy Stuff < br>Crummy  < br>Crummy Stuff",1
109,Animal Boy,143,1986,7,My Brain Is Hanging Upside Down (Bonzo Goes To Bitburg),B,3M 55S,F,5,"Joey Ramone, Dee Dee Ramone, Jean Beauvoir",http://www.azlyrics.com/lyrics/ramones/mybrainishangingupsidedownbonzogoestobitburg.html,235S,"You've got to pick up the pieces < br>C'mon, sort your trash < br>You better pull yourself back together < br>Maybe you've got too much cash < br>Better call, call the law < br>When you gonna turn yourself in? Yeah < br>You're a politician < br>dont become one of Hitler's children < br>Bonzo goes to bitburg then goes out for a cup of tea < br>As I watched it on TV somehow it really bothered me < br>Drank in all the bars in town for an extended foreign policy < br>Pick up the pieces < br>My brain is hanging upside down < br>I need something to slow me down < br>Shouldn't wish you happiness, wish her the very best < br>Fifty thousand dollar dress < br>Shaking hands with your highness < br>See through you like cellophane < br>You watch the world complain, but you do it anyway < br>Who am I, am I to say < br>Bonzo goes to bitburg then goes out for a cup of tea < br>As I watched it on TV somehow it really bothered me < br>Drank in all the bars in town for an extended foreign policy < br>Pick up the pieces < br>My brain is hanging upside down < br>I need something to slow me down < br>If there's one thing that makes me sick < br>It's when someone tries to hide behind politics < br>I wish that time could go by fast < br>Somehow they manage to make it last < br>My brain is hanging upside down < br>I need something to slow me down",3
110,Animal Boy,143,1986,8,Mental Hell,B,2M 38S,C,5,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/mentalhell.html,158S,"Evil in my head, in my head, inside this private hell < br>I'm not feeling very well  < br>Frustration, disgust, aggravation, disgust, mental hell < br>I'm not feeling very well  < br>Day, day after day, it never changes, always the same way < br>Day after day, day after day, day after < br>Demons in my head, in my head, inside this private hell < br>I'm not feeling very well  < br>Frustration, disgust, aggravation, disgust, mental hell < br>I'm not feeling very well  < br>Day, day after day, it never changes, always the same way < br>Day after day, day after day, day after < br>Do do do do < br>Mental < br>Hell Mental < br>Hell Mental < br>Hell",1
111,Animal Boy,143,1986,9,Eat That Rat,B,1M 37S,E,6,"Dee Dee Ramone, Johnny Ramone",http://www.azlyrics.com/lyrics/ramones/eatthatrat.html,97S,"One-two-three-four < br>You dont want to share with anyone else < br>You got all the money, you got all the wealth < br>You got all the buildings and the factories < br>You got all the power (and the ceremonies) < br>You wanna play a game of cat and mouse < br>With the President in the White House < br>This is a hungry world, there are months to feed < br>There are millionaires with more than they need < br>Eat that rat  < br>One-two-three-four < br>dont believe what you've been told < br>You can't change a turd into gold < br>Somehow we get all these creeps in control < br>It makes me throw up in the toilet bowl < br>You thieving whore, you hustle for bucks < br>You take the money and you shoot it up < br>That's the breaks, it's the chance you take < br>Get it together for your children's sake < br>Eat that rat",2
112,Animal Boy,143,1986,10,Freak Of Nature,B,1M 32S,Bb,6,"Dee Dee Ramone, Johnny Ramone",http://www.azlyrics.com/lyrics/ramones/freakofnature.html,92S,"I need psychiatric therapy < br>I could use a lobotomy < br>Guess I'll never learn < br>Suppose I'll always be a worm < br>Freak of nature < br>Got a ten inch erection, a pimply complexion < br>Mental problems from a bad childhood < br>I'm completely misunderstood < br>Fa < br>I'm a monstrosity < br>I'm a human oddity < br>Everybody's staring at me < br>I'm an outcast from society < br>Freak of nature < br>Fa",2
113,Animal Boy,143,1986,11,Hair Of The Dog,B,2M 19S,NA,9,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/hairofthedog.html,139S,"When I woke up this morning from the night before < br>My brain was pulsating, I was battered and sore < br>Nothing I tried would satisfy < br>Cold Coke and Pepsi or Canada Dry < br>What's so wrong, hair of the dog < br>There's nothing wrong, hair of the dog < br>Finally pulled myself out of my bed < br>Feeling kinda dodgy, I was feeling half dead < br>Done it before, probably do it again < br>dont know if I ever will learn < br>What's so wrong, hair of the dog < br>There's nothing wrong, hair of the dog < br>Hair of the dog < br>Finally pulled myself out of my bed < br>Feeling kinda dodgy, I was feeling half dead < br>Done it before, probably do it again < br>dont know if I ever will learn < br>What's so wrong, hair of the dog < br>There's nothing wrong, hair of the dog",1
114,Animal Boy,143,1986,12,Something To Believe In,B,4M 9S,A,6,"Dee Dee Ramone, Jean Beauvoir",http://www.azlyrics.com/lyrics/ramones/somethingtobelievein.html,249S,"I wish I was someone else < br>I'm confused, I'm afraid, I hate the loneliness < br>And there's nowhere to run to < br>Nothing makes any sense, but I still try my hardest < br>Take my hand < br>Please help me man < br>'Cause I'm looking for something to believe in < br>And I dont know where to start < br>And I dont know where to begin, to begin < br>If I was stupid or naive < br>Trying to achieve what they all call contentness < br>If people weren't such dicks and I never made mistakes < br>Then I could find forgiveness < br>Take my hand < br>Please help me man < br>'Cause I'm looking for something to believe in < br>And I dont know where to start < br>And I dont know where to begin, oh no < br>I can't be someone else < br>I dont feel that it's hopeless < br>I dont feel that I'm useless < br>I can't throw it all away < br>I need some courage to find my weakness < br>And with your love, I know with all my heart I can win < br>'Cause I'm looking for something to believe in < br>And I just need something to believe in < br>I'm looking for something to believe in < br>And I just need something to believe in",2
